ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_4N7B57N,2010-01-19,2011-01-18,Female,40,2010-01-19,1,JEEP,Red,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_4ND7TSF,2010-10-04,2011-10-03,Male,46,2010-10-04,3,,Blue,Honda,Lagos Island,Lagos,Car Plus,0
ID_4ND8TM8,2010-03-22,2011-03-21,Male,70,2010-03-22,1,JEEP,,TOYOTA,Jos North,Jos-North,Car Classic,0
ID_4NDBMB4,2010-02-26,2011-02-25,Male,70,2010-02-26,2,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0
ID_4NI46KF,2010-12-29,2011-12-28,Male,48,2010-12-29,1,Saloon,,TOYOTA,Oguta,Imo,Customized Motor,0
ID_4NQTOFE,2010-08-15,2011-02-12,Female,33,2010-08-15,1,,,,,,Car Classic,0
ID_4NSZYFC,2010-06-21,2011-06-20,Male,37,2010-06-21,2,Saloon,Silver,TOYOTA,Abuja,Abuja,Car Classic,0
ID_4NVHRKJ,2010-04-06,2011-04-05,Male,37,2010-04-06,1,Saloon,,Chrysler,,,CarSafe,0
ID_4NWT14D,2010-03-08,2011-03-07,Entity,20,2010-03-08,1,Saloon,Black,TOYOTA,Ikoyi,Lagos,Car Classic,1
ID_4NYTCCY,2010-01-14,2011-01-13,Male,35,2010-01-14,2,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
ID_4NYWDE9,2010-10-14,2011-10-13,Female,53,2010-10-14,1,,,,,,Car Classic,0
ID_4O0IMX5,2010-07-23,2011-07-22,Joint Gender,50,2010-07-23,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4O1N9WW,2010-11-24,2011-11-23,Male,48,2010-11-24,3,Saloon,,TOYOTA,Warri,Delta,Car Classic,0
ID_4OESUFK,2010-09-04,2011-09-03,Joint Gender,42,2010-09-04,1,,,,,,CarSafe,0
ID_4OFCO0N,2010-01-07,2011-01-06,Male,47,2010-01-07,1,JEEP,Brown,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_4ONEBZO,2010-07-05,2011-07-04,Male,1,2010-07-05,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4OPBJ6T,2010-01-23,2011-01-22,Male,20,2010-01-23,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0
ID_4OVDP9C,2010-01-10,2011-01-09,Female,37,2010-01-10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4OXQ607,2010-12-23,2011-12-22,,2,2010-12-23,1,,,,Victoria Island,Lagos,Car Classic,0
ID_4P12LV0,2010-08-09,2011-08-08,Female,40,2010-08-09,1,Saloon,Silver,Kia,,,Car Classic,0
ID_4PBB0XF,2010-08-29,2011-08-28,Male,40,2010-08-29,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_4PFVM1J,2010-05-20,2011-05-19,Female,38,2010-05-20,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4PKGYFF,2010-05-21,2011-05-20,Female,60,2010-05-21,1,Saloon,Red,TOYOTA,,,Car Classic,1
ID_4PQV41C,2010-01-04,2011-01-03,Male,50,2010-01-04,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4PRBBVN,2010-08-07,2011-08-06,Female,45,2010-08-07,1,,,,,,CarSafe,0
ID_4PVS09F,2010-01-08,2011-01-07,Male,43,2010-01-08,1,Saloon,Black,Lexus,Lagos Island,Lagos,Car Plus,1
ID_4PYTNUO,2010-11-18,2011-05-17,Male,40,2010-11-18,1,,,,Ikeja,Lagos,Car Classic,0
ID_4Q14WYF,2010-12-20,2011-12-18,Male,62,2010-12-20,1,JEEP,Black,Jeep,Lagos Mainland,Lagos,Car Classic,0
ID_4Q6U9ZE,2010-07-26,2011-07-25,Male,30,2010-07-26,1,Saloon,,Honda,,,CarSafe,0
ID_4Q9OXA3,2010-03-20,2011-03-19,Female,38,2010-03-20,1,JEEP,,Ford,,,Car Classic,0
ID_4QBAG5X,2010-11-25,2011-10-25,Male,120,2010-11-25,1,,,,Victoria Island,Lagos,CVTP,0
ID_4QCHNSL,2010-03-12,2011-03-11,Male,31,2010-03-12,1,Saloon,,Skoda,,,CarSafe,0
ID_4QCSRGW,2010-09-02,2011-09-01,Male,50,2010-09-02,1,,,,,,CarSafe,0
ID_4QSFBX9,2010-09-16,2011-09-15,Female,39,2010-09-16,3,,,Ford,Port-Harcourt,Port-Harcourt,Car Classic,0
ID_4QX0AKC,2010-03-28,2011-03-27,Female,69,2010-03-28,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
ID_4R1HGWD,2010-10-07,2011-10-06,Male,40,2010-10-07,1,,,,,,CarSafe,0
ID_4R59XTA,2010-06-22,2011-06-21,Female,60,2010-06-22,2,JEEP,Gold,TOYOTA,,,Car Classic,0
ID_4R7ZNWW,2010-11-22,2011-11-20,Female,44,2010-11-22,1,,,,,,CarSafe,0
ID_4RFMO23,2010-12-02,2011-12-01,Male,37,2010-12-02,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
ID_4RH306G,2010-04-29,2011-04-28,Male,50,2010-04-29,1,Saloon,,Honda,Surulere,Lagos,CarSafe,0
ID_4RL3I16,2010-09-24,2011-09-23,Male,46,2010-09-24,1,,,,,,CarSafe,0
ID_4RMAZ9Y,2010-01-29,2011-01-28,Male,34,2010-01-29,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_4RMLNE8,2010-10-10,2011-10-09,Male,50,2010-10-10,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
ID_4RNVFPV,2010-02-10,2011-02-09,Joint Gender,64,2010-02-10,2,,,Honda,Ikeja,Lagos,Car Classic,0
ID_4RSZX4Y,2010-02-21,2011-02-11,Entity,120,2010-02-21,3,JEEP,,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_4RT856R,2010-01-14,2011-01-13,Male,44,2010-01-14,3,JEEP,Black,Hyundai,Nsit Ubium,Nsit-Ubium,Car Classic,0
ID_4RYPCCX,2010-02-06,2011-02-05,Male,36,2010-02-06,1,JEEP,Black,TOYOTA,Bonny,Benue,Car Classic,0
ID_4S0IOTE,2010-01-24,2011-01-23,Male,49,2010-01-24,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,0
ID_4S16Z9A,2010-10-04,2011-01-27,Male,42,2010-10-04,2,Saloon,,TOYOTA,,,Car Classic,0
ID_4S1VB1L,2010-03-25,2011-03-24,Male,38,2010-03-25,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_4S7HJK8,2010-08-16,2011-08-15,Male,45,2010-08-16,2,Saloon,,Dodge,Ikeja,Lagos,CarSafe,0
ID_4SAUIR3,2010-08-24,2011-08-23,Male,44,2010-08-24,1,,Black,Land Rover,Victoria Island,Lagos,Car Classic,0
ID_4SFX37T,2010-03-20,2011-03-19,Male,48,2010-03-20,2,Wagon,,Peugeot,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_4SOBI5D,2010-05-21,2011-05-20,Male,36,2010-05-21,1,Saloon,Black,Honda,,,Car Classic,1
ID_4SRT81J,2010-11-06,2011-08-06,Male,52,2010-11-06,3,Saloon,Black,TOYOTA,Apapa,Lagos,Car Classic,0
ID_4SS7EPT,2010-12-11,2011-12-10,Male,37,2010-12-11,1,,,,,,CarSafe,0
ID_4T7Y23H,2010-11-30,2011-05-30,Female,28,2010-11-30,1,JEEP,,TOYOTA,,,CarFlex,0
ID_4T92ECM,2010-03-27,2011-03-26,Female,49,2010-03-27,1,,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_4TB713K,2010-09-25,2011-09-24,Female,31,2010-09-25,2,,,,Lagos Island,Lagos,Car Plus,0
ID_4TKS9WF,2010-03-28,2011-03-27,Female,56,2010-03-28,3,JEEP,Black,Mitsubishi,Ikoyi,Lagos,Customized Motor,0
ID_4TPHV6K,2010-09-03,2011-09-02,Male,45,2010-09-03,2,JEEP,Black,Land Rover,Eti-Osa,Eti-Osa,Customized Motor,0
ID_4TXXN9D,2010-09-03,2011-01-14,Male,52,2010-09-03,1,,,,,,Car Classic,0
ID_4TYCXLV,2010-09-19,2011-09-18,Female,28,2010-09-19,1,Saloon,Silver,TOYOTA,,,Car Classic,1
ID_4TZOTX3,2010-06-10,2011-06-09,Male,39,2010-06-10,2,Saloon,Red,Honda,,,Car Classic,0
ID_4U0PSDP,2010-12-09,2011-12-07,Male,45,2010-12-09,1,,,,,,CarSafe,0
ID_4U23OF8,2010-12-05,2011-12-04,Female,19,2010-12-05,1,,,,,,CarSafe,0
ID_4U5LNB6,2010-01-05,2011-01-04,Female,37,2010-01-05,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4U5WCL3,2010-03-21,2011-03-03,Female,36,2010-03-21,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_4U77288,2010-01-03,2011-01-02,Male,35,2010-01-03,1,Saloon,White,TOYOTA,Mushin,Lagos,Car Classic,1
ID_4UN2CWH,2010-08-24,2011-08-22,Male,32,2010-08-24,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_4UNYYBW,2010-06-20,2011-06-19,Joint Gender,61,2010-06-20,1,Saloon,,Hummer,,,CarSafe,0
ID_4UOAKZ4,2010-05-28,2011-05-26,Female,42,2010-05-28,1,JEEP,,Ford,,,CarSafe,0
ID_4V0FMX9,2010-12-23,2011-12-22,Entity,60,2010-12-23,2,,,Ford,Udi Agwu,Udi-Agwu,CVTP,0
ID_4V66R12,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,,Land Rover,Victoria Island,Lagos,Customized Motor,0
ID_4VA3HWV,2010-02-18,2011-02-17,Male,37,2010-02-18,1,Saloon,Blue,Honda,Abuja,Abuja,Car Classic,0
ID_4VAZSZN,2010-12-24,2011-12-23,Female,60,2010-12-24,3,JEEP,Black,Mercedes,,,Car Classic,0
ID_4VB47QF,2010-12-24,2011-12-23,Male,50,2010-12-24,1,,,,,,CarSafe,0
ID_4VCE2M5,2010-11-21,2011-10-04,Male,40,2010-11-21,1,,,,,,Car Classic,0
ID_4VD5QE8,2010-06-18,2011-06-17,Male,40,2010-06-18,1,Saloon,,Honda,,,CarSafe,0
ID_4VM1GX1,2010-05-14,2011-05-13,Male,37,2010-05-14,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_4VOEQPT,2010-11-06,2011-11-05,Female,40,2010-11-06,1,,,,,,CarSafe,0
ID_4VPHMUS,2010-04-15,2011-02-21,Male,44,2010-04-15,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0
ID_4VU2JTY,2010-04-16,2011-04-15,NOT STATED,10,2010-04-16,1,Saloon,Ash,TOYOTA,,,Car Classic,0
ID_4VVRRXB,2010-08-10,2011-08-09,Male,48,2010-08-10,1,JEEP,Ash,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_4W1XG0W,2010-02-04,2011-02-03,Male,31,2010-02-04,1,Saloon,,Honda,,,CarSafe,0
ID_4W2J2NJ,2010-11-19,2011-11-18,Male,40,2010-11-19,2,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_4W6OY1O,2010-01-25,2011-01-24,Female,45,2010-01-25,1,Saloon,,Lexus,,,CarSafe,0
ID_4WDGCUH,2010-07-03,2011-07-02,Male,33,2010-07-03,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4WL1ZTN,2010-09-04,2011-09-03,Male,50,2010-09-04,2,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_4WOCN4I,2010-04-06,2011-04-05,Male,75,2010-04-06,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_4WPAHP8,2010-01-21,2011-01-20,Male,39,2010-01-21,1,Saloon,Grey,Honda,Abuja,Abuja,Car Classic,1
ID_4WPKOV2,2010-08-29,2011-08-28,Male,44,2010-08-29,1,JEEP,Black,TOYOTA,,,Car Classic,1
ID_4WU328S,2010-06-23,2011-06-03,Male,69,2010-06-23,1,Saloon,,TOYOTA,Kosofe,Benue,Car Classic,0
ID_4WY80QH,2010-06-13,2011-06-12,Male,40,2010-06-13,1,Saloon,,Honda,,,CarSafe,0
ID_4WZJZM2,2010-02-01,2011-01-31,Female,46,2010-02-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4X10I3N,2010-05-03,2011-05-02,Female,43,2010-05-03,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_4X2RHDF,2010-12-02,2011-12-01,Female,16,2010-12-02,1,,,,,,CarSafe,0
ID_4X54V1V,2010-02-12,2011-02-11,Male,42,2010-02-12,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4X566E0,2010-06-02,2011-06-01,Female,30,2010-06-02,2,Saloon,As Attached,TOYOTA,Osogbo,Osun,Car Plus,1
ID_4X9S17X,2010-03-14,2011-03-13,Female,68,2010-03-14,1,Saloon,Blue,TOYOTA,,,Car Plus,0
ID_4XQY4UK,2010-07-25,2011-07-23,Male,27,2010-07-25,1,Saloon,,Kia,,,CarSafe,0
ID_4XW2MAI,2010-12-03,2011-12-02,Male,45,2010-12-03,2,Saloon,Silver,Kia,Eti-Osa,Eti-Osa,Customized Motor,0
ID_4YJXNEV,2010-01-25,2011-01-24,NO GENDER,42,2010-01-25,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4YTGYRO,2010-10-08,2011-02-24,Male,51,2010-10-08,4,Saloon,,BMW,Victoria Island,Lagos,Customized Motor,0
ID_4YVWGZZ,2010-08-23,2011-08-22,Female,63,2010-08-23,1,,,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_4YXPRDH,2010-11-20,2011-11-19,Male,40,2010-11-20,1,Saloon,,TOYOTA,,,CarSafe,0
ID_4Z0XRZ8,2010-07-31,2011-07-30,Female,43,2010-07-31,1,Saloon,As Attached,TOYOTA,Benin,Edo,Car Classic,0
ID_4Z314UZ,2010-03-27,2011-03-26,,120,2010-03-27,1,Saloon,Silver,Kia,Victoria Island,Lagos,Customized Motor,0
ID_4Z83OCW,2010-07-24,2011-07-23,Female,38,2010-07-24,1,Saloon,,Peugeot,,,CarSafe,0
ID_4ZF5JL2,2010-10-04,2011-01-03,Male,36,2010-10-04,1,Saloon,,Lexus,Jos North,Jos-North,Car Classic,1
ID_4ZOBNZI,2010-04-10,2011-04-09,Male,38,2010-04-10,2,Saloon,Black,TOYOTA,Essien Udim,Essien-Udim,Car Plus,0
ID_4ZOPVAA,2010-10-28,2011-10-27,Female,42,2010-10-28,1,JEEP,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_4ZOWQHY,2010-03-21,2011-03-20,Male,41,2010-03-21,1,Saloon,Ash,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_4ZY1I66,2010-12-06,2011-12-05,NOT STATED,40,2010-12-06,1,,,,,,CarSafe,0
ID_500MC6F,2010-07-26,2011-07-25,Female,38,2010-07-26,1,Saloon,Black,Nissan,Ibadan North West,Ibadan-West,Car Classic,0
ID_506TDTN,2010-10-14,2011-04-13,Male,36,2010-10-14,1,JEEP,,Lexus,,,Car Classic,1
ID_5097LR3,2010-01-11,2011-01-10,Male,38,2010-01-11,2,,,TOYOTA,,,Car Classic,0
ID_50ECL34,2010-07-18,2011-01-15,Male,33,2010-07-18,1,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_50EPBEY,2010-12-04,2011-12-03,Male,76,2010-12-04,1,JEEP,Black,TOYOTA,Owerri West ,Owerri-West,Car Classic,0
ID_50JO1FP,2010-03-22,2011-03-21,Male,39,2010-03-22,1,Saloon,Black,TOYOTA,Abuja,Abuja,Car Classic,0
ID_50NJR6I,2010-07-01,2011-02-27,Male,37,2010-07-01,2,Saloon,As Attached,TOYOTA,Warri,Delta,Car Classic,1
ID_516TQBV,2010-09-26,2011-09-25,Male,62,2010-09-26,1,,,,Victoria Island,Lagos,Car Classic,0
ID_51BHIBF,2010-12-12,2011-05-23,Male,33,2010-12-12,1,,,,,,Car Classic,0
ID_51CKZR3,2010-06-13,2011-06-12,Male,55,2010-06-13,1,Truck,White,Mack,Egbeda,Benue,CVTP,1
ID_51DQNPK,2010-04-02,2011-04-01,Male,50,2010-04-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_51KP2QY,2010-12-05,2011-12-04,Male,42,2010-12-05,1,Saloon,,Honda,,,CarSafe,0
ID_51W34KB,2010-08-07,2011-08-06,Male,46,2010-08-07,1,,,,,,CarSafe,0
ID_521XNN4,2010-01-31,2011-01-30,Male,46,2010-01-31,3,Saloon,As Attached,Hyundai,Minna,Niger-State,Car Classic,0
ID_526O40I,2010-08-23,2011-08-22,Female,53,2010-08-23,1,Saloon,,Kia,,,CarSafe,0
ID_527NETN,2010-05-14,2011-05-13,Male,90,2010-05-14,1,JEEP,White,Mercedes,,,Car Classic,0
ID_52FFP45,2010-04-18,2011-04-17,NO GENDER,39,2010-04-18,3,,As Attached,,Akure,Ondo,CVTP,0
ID_52G4FAR,2010-02-09,2011-02-08,Male,68,2010-02-09,1,,As Attached,TOYOTA,Port Harcourt,Rivers,Car Classic,0
ID_52LH8X9,2010-09-09,2011-09-08,Female,36,2010-09-09,1,,,,,,CarSafe,0
ID_52RHSXC,2010-07-29,2011-07-28,Female,55,2010-07-29,1,JEEP,Red,TOYOTA,,,Car Classic,0
ID_52RJ202,2010-12-16,2011-04-17,Male,62,2010-12-16,1,,,,,,Car Classic,0
ID_52RUAWX,2010-09-09,2011-03-08,Male,34,2010-09-09,1,,,,,,Car Classic,0
ID_535BBKY,2010-10-11,2010-12-31,Male,48,2010-10-11,1,Saloon,,TOYOTA,Oguta,Imo,Customized Motor,0
ID_536080P,2010-01-28,2011-01-28,Male,39,2010-01-28,1,Saloon,,TOYOTA,,,Car Classic,0
ID_53AFCZY,2010-04-12,2011-04-11,Male,38,2010-04-12,1,JEEP,,Honda,,,CarFlex,0
ID_53AVLOO,2010-01-07,2011-01-06,Female,28,2010-01-07,1,,Silver,TOYOTA,IJAIYE,Benue,Car Plus,0
ID_53EFAM2,2010-12-20,2011-12-19,Male,58,2010-12-20,1,,,,,,CarSafe,0
ID_53F1ZR8,2010-08-15,2011-04-27,Male,32,2010-08-15,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_53F5RK0,2010-10-31,2011-10-30,NOT STATED,45,2010-10-31,1,,,,,,CarSafe,0
ID_53GNV5F,2010-04-24,2011-04-23,Female,34,2010-04-24,1,Saloon,Green,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Plus,1
ID_53HK6Y1,2010-03-15,2011-03-14,Male,50,2010-03-15,1,Saloon,,Mitsubishi,,,CarSafe,0
ID_53HSMOU,2010-05-31,2011-05-30,Male,41,2010-05-31,1,Saloon,,TOYOTA,,,CarSafe,0
ID_53J4K6G,2010-06-21,2011-06-20,Female,1,2010-06-21,1,JEEP,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_53N0FIR,2010-08-14,2011-08-13,NO GENDER,20,2010-08-14,3,JEEP,Black,TOYOTA,GBAGADA,Benue,Car Classic,0
ID_53NI6FG,2010-08-19,2011-08-18,Entity,10,2010-08-19,3,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,1
ID_53RPCAT,2010-02-28,2011-02-27,Female,50,2010-02-28,1,Saloon,,Honda,,,CarSafe,0
ID_53T7PEG,2010-12-28,2011-12-26,Male,33,2010-12-28,1,,,,,,CarSafe,0
ID_53U1WLI,2010-07-25,2011-07-24,Male,38,2010-07-25,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_548C6G5,2010-10-31,2011-10-30,Male,38,2010-10-31,1,,,,,,CarSafe,0
ID_54NCE9P,2010-09-07,2011-09-06,Female,42,2010-09-07,1,Saloon,,Kia,,,CarSafe,0
ID_54QKCAP,2010-01-03,2011-01-02,Female,35,2010-01-03,1,Saloon,,Kia,,,CarSafe,0
ID_54R6Q4Y,2010-10-08,2011-02-24,Male,51,2010-10-08,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0
ID_54RUHXP,2010-07-04,2011-07-03,Female,39,2010-07-04,1,JEEP,Black,TOYOTA,Isolo,Benue,Car Classic,0
ID_54TCN5U,2010-12-12,2011-12-11,Male,40,2010-12-12,1,,,,,,CarSafe,0
ID_54W4MPS,2010-08-06,2011-08-05,Male,39,2010-08-06,1,Truck,White & Red,Iveco,Victoria Island,Lagos,CVTP,0
ID_54WC0UF,2010-09-27,2011-09-26,Male,42,2010-09-27,1,JEEP,Black,Land Rover,Ibadan South West,Ibadan-West,Car Classic,0
ID_54XLG9F,2010-04-27,2011-04-12,Male,67,2010-04-27,1,Saloon,,Mercedes,Benin,Edo,Car Classic,0
ID_551IJBS,2010-10-15,2011-10-14,Male,16,2010-10-15,1,,,,,,CarSafe,0
ID_5540VE2,2010-03-15,2011-03-14,NOT STATED,40,2010-03-15,1,Saloon,,Hyundai,,,CarSafe,0
ID_554GKPF,2010-03-21,2011-03-20,Male,47,2010-03-21,1,Saloon,,Hyundai,,,CarSafe,0
ID_558GA6B,2010-01-30,2011-01-29,Male,1,2010-01-30,1,Saloon,,TOYOTA,,,CarSafe,0
ID_559R0P9,2010-04-04,2011-04-03,Female,57,2010-04-04,1,Saloon,,As Attached,,,CarSafe,0
ID_55B1P0I,2010-05-03,2011-05-02,Joint Gender,40,2010-05-03,1,Saloon,,Nissan,,,CarSafe,0
ID_55C69R4,2010-05-08,2011-02-07,Male,43,2010-05-08,1,Saloon,Black,Hyundai,,,Car Classic,0
ID_55IGESZ,2010-05-24,2011-05-23,Entity,10,2010-05-24,3,Pick Up,As Attached,Ford,Abuja Municipal,Abuja-Municipal,CVTP,1
ID_55T4OKG,2010-06-25,2011-06-24,Male,41,2010-06-25,1,Saloon,,Nissan,,,CarSafe,0
ID_560BBCZ,2010-02-26,2011-02-25,Male,42,2010-02-26,1,Saloon,Gold,Lexus,Surulere,Lagos,Car Classic,0
ID_561RQJ7,2010-05-21,2011-05-20,Male,67,2010-05-21,2,JEEP,,Range Rover,Kosofe,Benue,Car Classic,0
ID_56B12YY,2010-03-15,2011-03-14,Male,41,2010-03-15,1,Saloon,Green,TOYOTA,GBAGADA,Benue,Car Classic,0
ID_56CON5O,2010-04-15,2011-04-14,Male,59,2010-04-15,1,Saloon,Red,Hyundai,Apapa,Lagos,Car Classic,0
ID_56E1D6K,2010-04-15,2011-04-14,Joint Gender,38,2010-04-15,1,JEEP,Black,ACURA,,,Car Classic,0
ID_56HEL1M,2010-06-28,2011-06-27,Male,48,2010-06-28,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_56IDQ8J,2010-08-01,2011-07-31,Female,56,2010-08-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_56ML3TA,2010-03-04,2011-03-03,Female,46,2010-03-04,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_56N4UBL,2010-08-29,2011-08-28,Male,35,2010-08-29,1,,,,,,Car Classic,0
ID_56OL5RN,2010-05-14,2011-02-27,Male,48,2010-05-14,1,Saloon,,TOYOTA,Jos South,Jos-South,Car Classic,0
ID_56R688K,2010-02-21,2011-02-20,Female,39,2010-02-21,1,JEEP,,Honda,,,CarSafe,0
ID_578UGQX,2010-12-11,2011-12-10,Male,9,2010-12-11,1,,,,,,CarSafe,0
ID_579QMGQ,2010-06-02,2011-06-01,Female,30,2010-06-02,2,Saloon,,TOYOTA,Osogbo,Osun,Car Plus,1
ID_57C893M,2010-01-24,2011-01-23,Male,48,2010-01-24,1,JEEP,,Range Rover,Oguta,Imo,Customized Motor,0
ID_57FIXKF,2010-06-14,2011-06-13,Male,19,2010-06-14,1,Saloon,,TOYOTA,,,CarSafe,0
ID_57RT6AG,2010-08-01,2011-07-31,Male,35,2010-08-01,1,,,,,,Car Classic,0
ID_57RV3O0,2010-11-21,2011-11-20,Male,32,2010-11-21,2,Saloon,,Honda,,,Car Classic,0
ID_57RVQJ0,2010-07-09,2011-07-08,Male,29,2010-07-09,1,Saloon,Ash,TOYOTA,,,Car Plus,1
ID_57W317T,2010-01-24,2011-01-23,Male,34,2010-01-24,1,Saloon,,TOYOTA,,,CarSafe,0
ID_57X3NQ6,2010-08-09,2011-08-08,Male,41,2010-08-09,1,,,,,,CarSafe,0
ID_57XF861,2010-04-16,2011-04-15,Male,66,2010-04-16,1,Saloon,,TOYOTA,IbadanCentral,Benue,Customized Motor,0
ID_587IIAA,2010-09-26,2011-01-06,Male,39,2010-09-26,3,Saloon,,Hyundai,Surulere,Lagos,Car Classic,0
ID_58Q9BF0,2010-12-19,2011-12-18,Female,60,2010-12-19,3,JEEP,Black,TOYOTA,Ogbmosho South,Ogbmosho-South,Car Classic,0
ID_58RFEA5,2010-06-06,2011-06-05,Female,38,2010-06-06,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_58VNUAQ,2010-08-08,2011-08-07,Male,52,2010-08-08,1,,,,,,CarSafe,0
ID_58YDLAD,2010-08-28,2011-08-27,Male,52,2010-08-28,1,,,,,,CarSafe,0
ID_59K1RBU,2010-04-04,2011-04-03,Female,40,2010-04-04,1,JEEP,Silver,Mercedes,,,Car Classic,0
ID_59OTS1F,2010-08-02,2011-08-01,Male,34,2010-08-02,1,,,,Ikorodu,Lagos,Car Classic,0
ID_59QAP09,2010-04-18,2011-04-17,Male,31,2010-04-18,1,Saloon,,Mercedes,,,CarSafe,0
ID_59R3NK1,2010-03-27,2011-03-26,Male,31,2010-03-27,2,Saloon,Black,Kia,Biase,Benue,Car Classic,0
ID_59YE4MS,2010-11-28,2011-11-23,Male,70,2010-11-28,1,Saloon,Red,TOYOTA,,,Car Classic,0
ID_5A8827S,2010-09-10,2011-09-09,NOT STATED,2,2010-09-10,1,JEEP,Grey,TOYOTA,,,Car Classic,0
ID_5A8BUGA,2010-12-30,2011-12-29,Female,34,2010-12-30,1,,,,Alimosho,Lagos,Car Classic,0
ID_5AD420S,2010-08-07,2011-08-06,NOT STATED,38,2010-08-07,1,,,,,,Car Classic,0
ID_5AITN19,2010-03-27,2011-03-26,,120,2010-03-27,1,Saloon,,Hyundai,Victoria Island,Lagos,Customized Motor,0
ID_5AK33I2,2010-09-16,2011-09-15,Female,29,2010-09-16,1,JEEP,,TOYOTA,,,Car Classic,0
ID_5AKMPYZ,2010-07-06,2011-01-04,Male,46,2010-07-06,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_5AKS48S,2010-06-21,2011-06-20,Male,1,2010-06-21,1,Saloon,,Hyundai,,,CarSafe,0
ID_5AOPUGP,2010-07-24,2011-07-23,Female,43,2010-07-24,1,Saloon,,Hyundai,,,CarSafe,0
ID_5ASACV1,2010-05-08,2011-05-07,Female,31,2010-05-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_5ATVCDM,2010-11-20,2011-02-21,Female,29,2010-11-20,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_5AZ1EQH,2010-05-07,2011-05-05,Male,46,2010-05-07,1,Saloon,,Honda,,,Car Classic,0
ID_5B129ZH,2010-02-28,2011-02-27,Male,34,2010-02-28,1,Saloon,,Mazda,,,CarSafe,0
ID_5BD0VXQ,2010-08-15,2011-08-14,Male,33,2010-08-15,1,,As Attached,Iveco,OGUN,Ogun,CVTP,0
ID_5BGQH8D,2010-02-11,2011-02-10,Male,30,2010-02-11,1,Saloon,,Nissan,,,CarSafe,0
ID_5BJ0UY3,2010-09-19,2011-09-18,Female,70,2010-09-19,1,,,,Apapa,Lagos,Car Classic,0
