,Unnamed: 0,latitude,longitude,ward_name,lga_name,Name of Center
560,560,9.47537000026995,7.96899299975757,Dura Bitaro,Jaba,Unguwan Rana Bitaro Primary Health Center
561,561,9.44216166700005,7.95464000000004,Dura Bitaro,Jaba,Gidan Kundi Health Clinic
562,562,9.42236833300007,7.98085000000003,Dura Bitaro,Jaba,Dura Health Clinic
563,563,9.45823470000005,8.00686920000004,Fada,Jaba,Kwoi Primary Health Care Clinic
564,564,9.44938099961166,8.02238000003155,Fada,Jaba,Ngarshang Health Clinic
565,565,9.44938333300007,8.02234500000003,Fada,Jaba,Ngarshang Health Clinic
566,566,9.4582347,8.0068692,Fada,Jaba,Kwoi Primary Health Care Clinic
567,567,9.4581009995365,8.00257099957224,Fada,Jaba,Fogyei Clinic
568,568,9.45885191700006,8.00429340500006,Fada,Jaba,Anguwan Dan Ladi Zubairu Primary Health Center
569,569,9.45439300000004,8.00200100000006,Fada,Jaba,Nganduro Primary Health Center
570,570,9.45911000000007,8.00642100000005,Fada,Jaba,Forgyei Primary Health Center
571,571,9.55841929600007,7.98820192800002,Fai,Jaba,Unguwan Isah Health Center
572,572,9.58676988280324,7.95575591668374,Fai,Jaba,Tudun Wada Health Clinic
573,573,9.58305333300007,7.99539500000003,Fai,Jaba,Ungwan Galadima Health Clinic
574,574,9.59516,7.95742,Fai,Jaba,Tudun Wada Kurmin Jatau Health Post
575,575,9.53140166700007,7.94905333300005,Fai,Jaba,Kurmin Bauna Health Clinic
576,576,9.62689300000005,7.94906000000003,Fai,Jaba,Unguwan Sanyi Primary Health Center
577,577,9.53135600030981,7.94922200032414,Fai,Jaba,Gidan Sa'idu Health Post
578,578,9.53768000000002,7.97481200000004,Fai,Jaba,Fai Primary Health Center
579,579,9.583053333,7.995395,Fai,Jaba,Health Clinic Unguwan Galadima
580,580,9.587203333,7.95986,Fai,Jaba,Health Clinic Tudun Wada
581,581,9.539124,8.001709,Fai,Jaba,Ungwan Fari Health Clinic
582,582,9.54004000021018,7.99961999956719,Fai,Jaba,Anguwan Fari Health Clinic
583,583,9.56077100000005,7.98070800000005,Fai,Jaba,Kingsley Gaiya Health Post
584,584,9.58720333300005,7.95986000000005,Fai,Jaba,Tudun Wada Health Clinic
585,585,9.58772900000002,7.94689800000003,Fai,Jaba,Kurmin Jatau Primary Health Center
586,586,9.40064500000005,7.97363300000006,Nduya,Jaba,Ankung A Primary Health Center
587,587,9.38516699998127,7.96492699999493,Nduya,Jaba,Taime Health Clinic
588,588,9.32325500000007,7.91754666700007,Nduya,Jaba,Idar Health Post
589,589,9.39600300000006,8.01644700000003,Nduya,Jaba,Ankung C Primary Health Center
590,590,9.34639800000002,8.02836500000006,Nduya,Jaba,Rimin Dop Primary Health Center
591,591,9.36222400039259,7.97316699959362,Nduya,Jaba,Indofa Health Clinic
592,592,9.32322099989187,7.91747699975491,Nduya,Jaba,Idar Health Post
593,593,9.41704229683111,7.96098181814232,Nduya,Jaba,Health Clinic Gora
594,594,9.36456666700008,8.02166833300004,Nduya,Jaba,Ungwan Kura Health Clinic
595,595,9.36450999994582,8.02166899954847,Nduya,Jaba,Unguwan Kura Health Post
596,596,9.36580166700003,7.96904333300006,Nduya,Jaba,Indofa Health Clinic
597,597,9.39367000000004,8.00684000000007,Nduya,Jaba,Ankung B Health Post
598,598,9.41712166700006,7.96095500000007,Nduya,Jaba,Gora Health Clinic
599,599,9.38515833300005,7.96493666700007,Nduya,Jaba,Taimen Health Clinic
600,600,9.39591,8.01649,Nduya,Jaba,Kaduna Health Clinic Anomo
601,601,9.49837300000007,8.02167200000002,Nok,Jaba,Nok Primary Health Center
602,602,9.55297,7.99887,Nok,Jaba,Tungan Zeeh Health Clinic
603,603,9.48853500000007,8.02368600000005,Nok,Jaba,Ngarin Health Center
604,604,9.503479,7.999695,Nok,Jaba,Tunganok Primary Health Clinic
605,605,9.43376400000062,8.00922100009063,Sabchem,Jaba,Sab Chem Ward Health Clinic
606,606,9.44110582296361,8.00305875639364,Sabchem,Jaba,Godiya Hospital
607,607,9.43973420000003,7.99436400000008,Sabchem,Jaba,Samban Primary Health Center
608,608,9.43372166700004,8.00921333300005,Sabchem,Jaba,Sabon Gari Kwoi Health Clinic
609,609,9.4397342,7.994364,Sabchem,Jaba,Primary Health Center Sambam
610,610,9.45246000000003,8.01031000000006,Sabchem,Jaba,Kwoi Health Center
611,611,9.45046000034478,8.01014999972182,Sabchem,Jaba,Nomdow Helen Clinic
612,612,9.46059400023034,7.99602000012118,Sabzuro,Jaba,Sabzuro General Hospital
613,613,9.46330500000005,8.01117400000004,Sabzuro,Jaba,Sab Zuro Primary Health Care
614,614,9.37206500000002,8.02991500000007,Samban,Jaba,Angwal Health Clinic
615,615,9.47749666700003,8.05453333300005,Samban,Jaba,Unguwan Zuma Samban Health Post
616,616,9.4775159997281,8.05452499987257,Samban,Jaba,Unguwan Zuma Health Post
617,617,9.4434569995866,8.05802100024795,Samban,Jaba,Samban Loko Health Clinic
618,618,9.37204600006618,8.0298770001254,Samban,Jaba,Angwal Health Post
619,619,9.45379000000003,8.04328000000004,Samban,Jaba,Sambam Gida Primary Health Center
620,620,9.42047,8.01705,Samban,Jaba,Samban Daji Health Clinic
621,621,9.44347666700003,8.05799500000006,Samban,Jaba,Samban Loco Health Clinic
622,622,9.47510200008787,8.05556999958259,Samban,Jaba,Unguwan Zuma Health Clinic
623,623,9.33777290000006,8.17472940000005,Asso,Jema'A,Kussom Health Center
624,624,9.38530500007505,8.19107999965524,Asso,Jema'A,Asso Clinic
625,625,9.42895000000004,8.12621000000007,Asso,Jema'A,Wazo Health Care
626,626,9.43020700000005,8.16643600000003,Asso,Jema'A,Asso Primary Health Center
627,627,9.3338000000798,8.17370999985314,Asso,Jema'A,Kussom Health Clinic
628,628,9.38528210000004,8.19102670000007,Asso,Jema'A,Kwagiri Health Center
629,629,9.38489999979987,8.19377000048297,Asso,Jema'A,Godiya Medical Center
630,630,9.48202400000002,8.46281400000004,Atuku,Jema'A,Atuku Primary Health Center
631,631,9.52784999992764,8.55893599959614,Atuku,Jema'A,Tajak Health Clinic
632,632,9.46030800000005,8.43775470000003,Atuku,Jema'A,Godogodo Primary Health Center
633,633,9.39840160000006,8.10435760000007,Barde,Jema'A,Gabi Health Center
634,634,9.37937400004517,8.10726099970418,Barde,Jema'A,Ghauta Health Clinic
635,635,9.31753300000003,8.03616100000005,Barde,Jema'A,Barde Primary Health Care
636,636,9.35288700000007,8.11673800000005,Barde,Jema'A,Kyeyya Primary Health Center
637,637,9.31364000038201,8.03828999984165,Barde,Jema'A,Kogi Maternity Home
638,638,9.38179999969356,8.10802000021988,Barde,Jema'A,Ghanta Health Clinic
639,639,9.38186890000003,8.10811170000005,Barde,Jema'A,Gauta Health Center
640,640,9.34407423600004,8.10763731700007,Barde,Jema'A,Ankung B Primary Health Center
641,641,9.27353600000004,8.05257300000005,Barde,Jema'A,Angwan Ayaba Primary Health Care
642,642,9.39620600048175,8.10658000024148,Barde,Jema'A,Gabi Health Clinic
643,643,9.23608400000006,8.08648700000003,Barde,Jema'A,Jangali Primary Health Center
644,644,9.4627199996749,8.39349000018336,Gidan Waya,Jema'A,Rilama Health Post
645,645,9.46633600000007,8.38428000000005,Gidan Waya,Jema'A,Gidan Waya Primary Health Center
646,646,9.46571999971326,8.38865999990162,Gidan Waya,Jema'A,Mainasara Medical Center
647,647,9.49553000000003,8.50889000000006,Gidan Waya,Jema'A,Tajak Health Center
648,648,9.46363140000005,8.46796280000007,Gidan Waya,Jema'A,Nisama Health Clinic
649,649,9.50587400000006,8.54076600000008,Gidan Waya,Jema'A,Gidan Waya Health Center
650,650,9.47344400000003,8.49286600000005,Gidan Waya,Jema'A,Kanufi Primary Health Center
651,651,9.47414000043426,8.38408999979652,Gidan Waya,Jema'A,Fajahi Maternity Clinic
652,652,9.46089250000006,8.42181220000003,Gidan Waya,Jema'A,Atuku Health Center
653,653,9.46359500026944,8.46793799976729,Gidan Waya,Jema'A,Nisama Primary Health Clinic
654,654,9.43454000000003,8.35542000000004,Godogodo,Jema'A,Kawa Medical Center
655,655,9.40973939000003,8.36056974200005,Godogodo,Jema'A,Zankan Health Center
656,656,9.39620200000007,8.30992900000007,Godogodo,Jema'A,Zankan Sarki Health Center
657,657,9.37443600000006,8.32856300000003,Godogodo,Jema'A,Ninte Sarki Primary Health Care
658,658,9.40222894100003,8.33593659000007,Godogodo,Jema'A,Ninte Health Center
659,659,9.42997200000002,8.35493100000002,Godogodo,Jema'A,Godogodo Primary Health Center
660,660,9.37270320000005,8.28136230000007,Jagindi,Jema'A,Jagindi Tasha Health Center
661,661,9.38959799999191,8.21028499970419,Jagindi,Jema'A,Jangidi Gari Primary Health Center
662,662,9.34682000000004,8.23522000000003,Jagindi,Jema'A,Alheri Clinic And Maternity
663,663,9.34971900000005,8.23353800000007,Jagindi,Jema'A,Jigindi Tasha Health Clinic
664,664,9.25160400023151,8.22412500010779,Jagindi,Jema'A,Kogum River Health Clinic
665,665,9.3727032,8.2813623,Jagindi,Jema'A,Bethesda Health Center
666,666,9.24916000000007,8.22167000000007,Jagindi,Jema'A,Kogum Health Center
667,667,9.35234000000003,8.23289000000005,Jagindi,Jema'A,Bethsaida Comprehensive Center
668,668,9.24915999957091,8.22167000043976,Jagindi,Jema'A,Ecwa Health Clinic Kogum
669,669,9.57744877700003,8.28482116100002,Kafanchan A,Jema'A,Kasit Daji Health Clinic
670,670,9.58087000000006,8.28966000000003,Kafanchan A,Jema'A,Kowa Clinic
671,671,9.57643517200006,8.28256105300005,Kafanchan A,Jema'A,Afana Health Clinic
672,672,9.58295300000003,8.29147500000005,Kafanchan A,Jema'A,Kafanchan Primary Health Center
673,673,9.58179090000004,8.29647930000004,Kafanchan B,Jema'A,Fada Primary Health Center
674,674,9.58756980000004,8.29543720000004,Kafanchan B,Jema'A,Rukawan Health Clinic
675,675,9.5875698,8.2954372,Kafanchan B,Jema'A,Health Clinic Sakwak
676,676,9.58396300005381,8.29528600045836,Kafanchan B,Jema'A,New Era Hospital
677,677,9.58546000007095,8.29046000017934,Kafanchan B,Jema'A,Jama'a Nursing Home
678,678,9.59531499976697,8.29090300048028,Kafanchan B,Jema'A,Throne Room Hospital
679,679,9.59056837500003,8.29631995800003,Kafanchan B,Jema'A,Sakwak Health Clinic
680,680,9.5839094,8.297724,Kafanchan B,Jema'A,Primary Health Center Kafanchan
681,681,9.59056099953682,8.2963690001942,Kafanchan B,Jema'A,Kafanchan A General Hospital
682,682,9.58454700045058,8.29577199978854,Kafanchan B,Jema'A,Rahama Hospital
683,683,9.50783000032499,8.17335999961534,Kagoma,Jema'A,Sauki Nursing Home Maternity
684,684,9.48399800000004,8.14891900000003,Kagoma,Jema'A,Paki 1 Primary Health Center
685,685,9.48440400040812,8.13978599980339,Kagoma,Jema'A,Kagoma Primary Health Clinic
686,686,9.48366170000003,8.14346680000006,Kagoma,Jema'A,Fido Health Center
687,687,9.50745500000005,8.17642500000005,Kagoma,Jema'A,Kagoma Primary Health Care
688,688,9.47525700019321,8.10493800012586,Kagoma,Jema'A,Fori Health Clinic
689,689,9.50001000000003,8.17340000000007,Kagoma,Jema'A,Kagoma Primary Health Center
690,690,9.4836617,8.1434668,Kagoma,Jema'A,Health Center Fido
691,691,9.47520500000007,8.10482400000006,Kagoma,Jema'A,Fori Health Center
692,692,9.48653299985472,8.2734349996116,Kaninkon,Jema'A,Bakin Kogi Health Clinic
693,693,9.50554999977584,8.31883000045536,Kaninkon,Jema'A,Goska Health Clinic
694,694,9.50624080000006,8.31160960000005,Kaninkon,Jema'A,Goska Health Clininc
695,695,9.53977500000008,8.29193330000004,Kaninkon,Jema'A,Angwan Fari Kaninkon Primary Health Center
696,696,9.48706879117641,8.31859705656999,Kaninkon,Jema'A,Dangoma Health Clinic
697,697,9.54368300000004,8.29679900000002,Kaninkon,Jema'A,Ungwar Fari Primary Health Center
698,698,9.600435,8.3019717,Maigizo,Jema'A,Health Clinic Asian 2
699,699,9.60043500000006,8.30197170000002,Maigizo,Jema'A,Asian 2 Health Center
700,700,9.58364499983776,8.31706900025887,Maigizo,Jema'A,Unguwan Masara Health Clinic
701,701,9.57127000042954,8.31246000012726,Maigizo,Jema'A,Anguwar Masara Health Clinic
702,702,9.58981200000005,8.30722660000004,Maigizo,Jema'A,Takau Health Center
703,703,9.58551200010629,8.30144799964512,Maigizo,Jema'A,Railway Industral Clinic
704,704,9.58389000000005,8.30577000000005,Maigizo,Jema'A,Fantsuwam Health Center
705,705,9.58819400000004,8.32739000000004,Maigizo,Jema'A,Maigizo Primary Health Care
706,706,9.57131600000002,8.31246380000005,Maigizo,Jema'A,Ungwan Masara Health Center
707,707,9.59885900017491,8.30122200049158,Maigizo,Jema'A,Aduwan Ii Health Clinic
708,708,9.56766500000003,8.29616400000003,Takau,Jema'A,Takau Primary Health Center
709,709,9.56764999996989,8.29819000043148,Takau,Jema'A,Pathfinder International
710,710,10.0452183300001,7.99189833300005,Agunu,Kachia,Crossing Dispensary
711,711,10.0451730004243,7.99201600040061,Agunu,Kachia,Crossing Health Post
712,712,10.0184400002605,7.81600999981282,Agunu,Kachia,Kutra Rimi Health Facility
713,713,10.0456719997634,7.99379299960805,Agunu,Kachia,Zigwai Clinic
714,714,9.98971500000005,7.87554833300004,Agunu,Kachia,Gadanaji Health Clinic
715,715,10.03723833,7.88721166700003,Agunu,Kachia,Agunnu Primary Health Center
716,716,9.98968599972352,7.87558600029195,Agunu,Kachia,Anguwan Zakki Gadanaji Health Post
717,717,10.0373440001049,7.88725000021708,Agunu,Kachia,Agunu Dutse Health Post
718,718,10.0630689995838,7.91092900030583,Agunu,Kachia,Medical Recept Station Mrs
719,719,10.054942,7.82880500000005,Agunu,Kachia,Kutura Rimi Primary Health Center
720,720,9.93789333300003,7.96156833300006,Agunu,Kachia,Sakwai Gari Health Post
721,721,10.04002,7.88971000000004,Agunu,Kachia,Agunu Dutse Health Post
722,722,9.970379999606,7.69845099993699,Ankwa,Kachia,Gabachuwa Health Clinic
723,723,9.8943289999329,7.70486700029636,Ankwa,Kachia,Mai Ido Kufai Health Clinic
724,724,9.92578200030374,7.78128500021882,Ankwa,Kachia,Aburon Health Clinic
725,725,9.84346400000004,7.87482300000005,Ankwa,Kachia,Ankwa Primary Health Center
726,726,9.79912900024897,7.88045899960292,Ankwa,Kachia,Unguwan Wakili Health Clinic
727,727,9.85487,7.92005,Ankwa,Kachia,Health Heart Clinic Foundation
728,728,9.87570200027676,7.83452500039289,Ankwa,Kachia,Asibitin Pachi Health Post
729,729,9.73117900008015,7.91288999963825,Ankwa,Kachia,Asibitin Yaji Health Post
730,730,9.70314900003507,7.66608599994652,Awon,Kachia,Unguwan Toka Health Clinic
731,731,9.72525000000007,7.76006500000005,Awon,Kachia,Anturu Health Post
732,732,9.60213100039812,7.57345300000674,Awon,Kachia,Katon Kasa Health Clinic
733,733,9.7440739998417,7.68479699965974,Awon,Kachia,Ariko Health Clinic
734,734,9.70314,7.58185,Awon,Kachia,Kigwali Health Clinic
735,735,9.80339900015025,7.68287100035116,Awon,Kachia,Impi Kuturmi Health Clinic
736,736,9.65053400028569,7.57768599988287,Awon,Kachia,Koron Tsohuwa Primary Health Care
737,737,9.77941099985156,7.80566299978256,Awon,Kachia,Akwando Health Post
738,738,9.83132000012125,7.64316000036939,Awon,Kachia,Impi Kadara Health Cliniclinic
739,739,9.63559400013463,7.62427599953861,Awon,Kachia,Baba Mai Mota Health Post
740,740,9.83294500022538,7.75406499972411,Awon,Kachia,Barga Health Post
741,741,9.70587399988659,7.66551199955649,Awon,Kachia,Naka Clinic
742,742,9.84861551191698,7.80268346598984,Awon,Kachia,Gora Health Clinic
743,743,9.706482,7.5849,Awon,Kachia,Kigwale Health Clinic
744,744,9.78075600000005,7.78462400000006,Awon,Kachia,Awon Primary Health Center
745,745,9.66416499954732,7.56899499997775,Awon,Kachia,Gidon Kaura Health Clinic
746,746,9.594482,7.294128,Bishini,Kachia,Beji Primary Health Center
747,747,9.6942575,7.2826298,Bishini,Kachia,Primary Health Center Photo Risih
748,748,9.614319,7.344299,Bishini,Kachia,Iddoh Health Clinic
749,749,9.579285,7.260071,Bishini,Kachia,New Dakalo Primary Health Care
750,750,9.610291,7.312317,Bishini,Kachia,Ward Model Primary Health Center Center
751,751,9.69425750000005,7.28262980000005,Bishini,Kachia,Photo Risih Primary Health Center
752,752,9.61970050000002,7.45986600000003,Bishini,Kachia,Rimi Clinic
753,753,9.63827700000007,7.40037000000007,Bishini,Kachia,Bishini Health Clinic
754,754,9.6133640000304,7.33956500009083,Bishini,Kachia,Iddo Health Post
755,755,9.563904,7.239319,Bishini,Kachia,Yanke Primary Health Center
756,756,9.61025090000004,7.31221840000006,Bishini,Kachia,Ishau Comprehensive Health Center
757,757,9.66615170000006,7.45269250000007,Bishini,Kachia,Talle Memorial Nursing and Maternity Home
758,758,9.56383640000007,7.23915830000004,Bishini,Kachia,Yanke Primary Health Center
759,759,9.97637547700003,7.41495447900007,Dokwa,Kachia,Kutemeshi Primary Health Care Center
760,760,10.0473229998851,7.38579699950333,Dokwa,Kachia,Rijiana Health Clinic
761,761,9.85089100041881,7.45768100034513,Dokwa,Kachia,Babajo Clinic
762,762,9.8509110004324,7.45777500040896,Dokwa,Kachia,Sajoe Clinic
763,763,9.92254800010642,7.43076000005357,Dokwa,Kachia,Doka Rural Hospital
764,764,9.95198658800007,7.42014988000005,Dokwa,Kachia,Gari Iii Primary Health Care Center
765,765,9.89952900046609,7.44345199967717,Dokwa,Kachia,Inlowo Health Clinic
766,766,10.0543617000001,7.38451830000002,Dokwa,Kachia,Ikon Allah Nursing and Maternity
767,767,9.85123899965527,7.45638500046454,Dokwa,Kachia,Akil U Health Clinic
768,768,9.82298672500002,7.46255146200002,Dokwa,Kachia,Ungwan Baduku Primary Health Care Center
769,769,9.81494335900004,7.46026705700007,Dokwa,Kachia,Alumma Maternity and Nursing Home
770,770,10.0002362000001,7.41062820000008,Dokwa,Kachia,Girezin Primary Health Care Center
771,771,9.9304770004938,7.42679000035611,Dokwa,Kachia,Dola Health Clinic
772,772,9.70971500049637,8.0472909999574,Gidan Tagwai,Kachia,Gandan Health Center
773,773,9.69594333300006,8.04508666700002,Gidan Tagwai,Kachia,Mubarak Clinic
774,774,9.69784500000003,8.04574166700007,Gidan Tagwai,Kachia,Walijo Dispensary
775,775,9.69883333300004,8.03542666700002,Gidan Tagwai,Kachia,Gidan Tagwai Health Clinic
776,776,9.70937700026673,7.99774100029049,Gidan Tagwai,Kachia,2c Healthcare Center
777,777,9.69592800012879,8.04515699950747,Gidan Tagwai,Kachia,Mabarak Clinic
778,778,9.74259771100003,8.04916111400007,Gidan Tagwai,Kachia,Kafai Primary Health Center
779,779,9.733276,8.014282,Gidan Tagwai,Kachia,Kufai Gidan Tagwai Health Clinic
780,780,9.71164999981113,8.06485999989474,Gidan Tagwai,Kachia,Dandan 1 Health Clinic
781,781,9.70971166700002,8.04737000000006,Gidan Tagwai,Kachia,Dandan 1 Health Post
782,782,9.69880100008083,8.0352849997999,Gidan Tagwai,Kachia,Gidan Tagwai Primary Health Center
783,783,9.69787100044891,8.0458019999457,Gidan Tagwai,Kachia,Walijo Health Center
784,784,9.70190400000007,8.02850300000006,Gidan Tagwai,Kachia,Gidan Tagwai Health Post
785,785,9.84748200010256,7.97254600017169,Gumel,Kachia,Nakowa Hospital And Maternity
786,786,9.8569865,7.9643266,Gumel,Kachia,Primary Health Center Awon
787,787,9.8371250000655,8.03806499968874,Gumel,Kachia,K Baba Health Clinic
788,788,9.83801000000005,8.03850333300005,Gumel,Kachia,Kurmin Baba Health Clinic
789,789,9.78076,7.96623,Gumel,Kachia,Bitaro Primary Health Center
790,790,9.73597900034156,7.96228800020185,Gumel,Kachia,Kurmin Sara Health Clinic
791,791,9.87717166700003,8.04736000000003,Gumel,Kachia,Kurmin Mazuga Health Clinic
792,792,9.83811599973882,8.03854200001285,Gumel,Kachia,Kurmin Baba Basic Health Clinic
793,793,9.7343800002551,7.96633999995498,Gumel,Kachia,Victory Health Clinic
794,794,9.84760333300005,7.97257833300006,Gumel,Kachia,Nakowa Health Clinic
795,795,9.85698650000006,7.96432660000005,Gumel,Kachia,Awon Primary Health Center
796,796,9.85051500016334,7.97891699950048,Gumel,Kachia,Kauna K Clinicand Maternity Home
797,797,9.87721200030273,8.0474280000505,Gumel,Kachia,Kurmin Mazuga Health Post
798,798,9.86014299970515,7.96247400032826,Gumel,Kachia,Kachia General Hospital
799,799,9.73913000048248,7.96533000026875,Gumel,Kachia,Agape Clinic And Maternity
800,800,9.76425799955581,7.98470300043181,Gumel,Kachia,Allo Health Post
801,801,9.85038000000003,7.97893500000004,Gumel,Kachia,Kauna Health Center
802,802,9.8691096,7.9535358,Kachia,Kachia,Asibitin Ankwa Primary Health Center
803,803,9.86828613300003,7.95269775400004,Kachia,Kachia,Haske Clinic
804,804,9.88188800047982,7.95464100000606,Kachia,Kachia,Mc Royal Hospital
805,805,9.86937010000003,7.95360560000006,Kachia,Kachia,Gidan Jibir Primary Health Clinic
806,806,9.8693701,7.9536056,Kachia,Kachia,Gidan Jibir Primary Health Clinic
807,807,9.86937010000003,7.95360560000006,Kachia,Kachia,Ward Model Primary Health Care
808,808,9.89404833300006,7.94863166700003,Kachia,Kachia,Unguwan Mission Health Clinic
809,809,9.87189399968941,7.95361900031168,Kachia,Kachia,Kachia Primary Health Center
810,810,9.89405399974606,7.94864799993411,Kachia,Kachia,Ungwar Mission Health Clinic
811,811,9.87188620000006,7.95365590000006,Kachia,Kachia,Ankwa Primary Health Care
812,812,9.90032000000355,7.95209000027279,Kachia,Kachia,Unguwan Ate Health Clinic
813,813,9.87890800045506,7.95442299985797,Kachia,Kachia,Salama Maternity Clinic
814,814,9.88984194700004,7.95109232200002,Kachia,Kachia,Akwando Primary Health Center
815,815,9.62435400049759,7.48140000046106,Katari,Kachia,Asibitin Badoko Health Post
816,816,9.69970799969707,7.45372599965788,Katari,Kachia,Anglican Medical Center
817,817,9.69781100040819,7.4550499995575,Katari,Kachia,Saar Climic Katari
818,818,9.69949899955509,7.4515300001658,Katari,Kachia,Asibitin Gwamnati Na Katari Health Post
819,819,9.62824100013864,8.09492000031906,Kurmin Musa,Kachia,Gidan Jibir Primary Health Center
820,820,9.57682700020524,8.02386000003713,Kurmin Musa,Kachia,Kurmin Musa Primary Health Center
821,821,9.58606000000003,8.01526462325371,Kurmin Musa,Kachia,Kurmin Musa Health Clinic
822,822,9.62808333300006,8.09494666700004,Kurmin Musa,Kachia,Gidan Primary Health Center
823,823,9.59444666700006,8.05431833300003,Kurmin Musa,Kachia,Artong Health Clinic
824,824,9.57674500000007,8.02382333300005,Kurmin Musa,Kachia,Kurmin Musa Health Clinic
825,825,9.67255101700005,8.01527163000003,Kwaturu,Kachia,Tsauni Primary Health Center
826,826,9.64656499958892,7.95421999972001,Kwaturu,Kachia,Gantan Health Post
827,827,9.66440899971309,7.97541200011898,Kwaturu,Kachia,Kwaturu Health Clinic
828,828,9.69789,7.9458,Kwaturu,Kachia,Tulsi Health Clinic Walijo
829,829,9.66440666700004,7.97536333300008,Kwaturu,Kachia,Kwaturu Health Clinic
830,830,9.69049900044001,7.95649400026508,Kwaturu,Kachia,Ungwan Funtong Health Clinic
831,831,9.63214499979119,7.98513999972874,Kwaturu,Kachia,Tumcul Childright Foundation
832,832,9.64261333300004,8.01858500000003,Sabon Sarki,Kachia,Sabon Sarki Health Center
833,833,9.65474000014348,8.08850699996174,Sabon Sarki,Kachia,Jaba Kogo Health Post
834,834,9.66451077700003,8.08539014500008,Sabon Sarki,Kachia,Salon Sarki Primary Health Center
835,835,9.64264699992685,8.01859700046117,Sabon Sarki,Kachia,Sabon Sarki Primary Health Center
836,836,9.66562439948438,8.08416145625162,Sabon Sarki,Kachia,Salon Sarki Health Clinic
837,837,9.63306800041835,8.05578399972802,Sabon Sarki,Kachia,Gidan Mana Primary Health Care
838,838,9.63308166700006,8.05565333300007,Sabon Sarki,Kachia,Sabon Sarki Health Clinic
839,839,10.559161553,7.44785696700006,Badarawa,Kaduna North,Badarawa Primary Health Center
840,840,10.5592609997229,7.45758600028057,Badarawa,Kaduna North,Sickle Cell Patient Health Promotion Center
841,841,10.5590669995912,7.44778499962126,Badarawa,Kaduna North,Badarawa Primary Health Care Center
842,842,10.561804,7.471054,Badarawa,Kaduna North,Gidan Magina Health Post
843,843,10.5611480000051,7.47205100010888,Badarawa,Kaduna North,M b Tukur Primary Health Care Malali
844,844,10.5568200000644,7.45450000018377,Badarawa,Kaduna North,Eagle Hospital Malali Gra
845,845,10.5618040000001,7.47105400000004,Badarawa,Kaduna North,Gidan Magina Health Post
846,846,10.5611133300001,7.47214333300008,Badarawa,Kaduna North,Tukur Primary Health Care
847,847,10.5508900000353,7.45978999977808,Badarawa,Kaduna North,Al Mansur Specialist Hospital
848,848,10.5603700004765,7.47018999984442,Badarawa,Kaduna North,Medicity Hospital
849,849,10.557443,7.45235700000006,Badarawa,Kaduna North,Fomwon Hospital
850,850,10.50377,7.43346000000003,Dadi Riba,Kaduna North,Alba Clinics and Medical Center
851,851,10.5092969997748,7.43174699972417,Dadi Riba,Kaduna North,Zakari Memorial Clinic Primary Health Center
852,852,10.509212,7.43190230000005,Dadi Riba,Kaduna North,Zakari Isah Memorial Clinic
853,853,10.5082700000769,7.43507999998877,Dadi Riba,Kaduna North,Prime Hospital
854,854,10.5778634000001,7.43607000000003,Hayin Banki,Kaduna North,Hayin Banki Primary Health Center
855,855,10.5748112000001,7.44241820000008,Hayin Banki,Kaduna North,Dayo Clinic and Maternity
856,856,10.585749999721,7.43752699965142,Hayin Banki,Kaduna North,Soba Primary Health Center
857,857,10.5722899995756,7.44212999977896,Hayin Banki,Kaduna North,Ramat Hospital Hayin Banku Kaduna
858,858,10.5815379998592,7.42936000010235,Hayin Banki,Kaduna North,Murtala Nursing And Convalescent Home Soba
859,859,10.5777020002528,7.42414699956032,Hayin Banki,Kaduna North,Yalwan Makaranta Health Clinic
860,860,10.5842801289067,7.44590311053489,Hayin Banki,Kaduna North,Lafiya Clinic
861,861,10.5779240004036,7.43594499957652,Hayin Banki,Kaduna North,Hayin Banki Health Care
862,862,10.5748200002945,7.44252300004598,Hayin Banki,Kaduna North,Dayo Clinic And Mat
863,863,10.5562319996649,7.44255500006773,Hayin Banki,Kaduna North,Shifa Hospital
864,864,10.5020280000001,7.44363400000003,Kabala,Kaduna North,Kabalan Doki Primary Health Center
865,865,10.5039900001689,7.44066999978696,Kabala,Kaduna North,Mt Horeb Specialist Hospital
866,866,10.5820300001934,7.45269299995601,Kawo,Kaduna North,Victory Specialist Hopital
867,867,10.6005549997803,7.45537299977696,Kawo,Kaduna North,Jama'a Nursing And Maternity Home
868,868,10.583385,7.44694900000007,Kawo,Kaduna North,Kawo General Hospital
869,869,10.593195,7.45098500000006,Kawo,Kaduna North,Unguwan Gwari Primary Health Center
870,870,10.5315999999286,7.42404000048765,Maiburiji,Kaduna North,Gimo Maternity Buba Sauri Road Romi
871,871,10.5141808000001,7.42638650000004,Maiburiji,Kaduna North,Warri Street Primary Health Center
872,872,10.5141808,7.4263865,Maiburiji,Kaduna North,Primary Health Center Warri Street
873,873,10.5039760001594,7.42633400004632,Sardauna,Kaduna North,Junction Road Primary Health Center
874,874,10.50924,7.42780000000005,Sardauna,Kaduna North,Restoration Hospital
875,875,10.5067520000455,7.42626700000079,Sardauna,Kaduna North,Abi Hospital
876,876,10.5040859000001,7.42596650000007,Sardauna,Kaduna North,Junction Road Primary Health Center
877,877,10.5146348000001,7.43417260000007,Shaba,Kaduna North,Alhaji Muazu Clinic
